"","ID","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition_num"
"764",764,"40 to 50","No","Non-Travel","Low(100-450)","Sales","<=2 miles",3,"Life Sciences",1040,"very high","Female","Very High (81-110)","high",2,"Sales Executive","high","Married","low-Medium (4001-7000)",24920,0,"No",12,"high","low",1,19,3,"high","Medium-High (16-20 Years)",7,0,13,0
"765",765,"29 to 39","No","Travel_Rarely","High (801-1150)","Human Resources","3-5 miles",2,"Human Resources",847,"high","Male","Very High (81-110)","high",1,"Human Resources","very high","Married","Low(1000-4000)",2243,0,"No",19,"high","high",1,4,1,"low","Low(0-5 Years)",2,0,2,0
"766",766,"40 to 50","No","Travel_Rarely","High (801-1150)","Research & Development","3-5 miles",5,"Medical",1611,"high","Female","Medium (41-60)","low",2,"Laboratory Technician","low","Single","low-Medium (4001-7000)",23447,1,"Yes",14,"high","low",0,10,3,"high","low-Medium (6-10 Years)",7,1,4,0
"767",767,"40 to 50","No","Travel_Rarely","Medium (451-800)","Research & Development","6-9 miles",2,"Technical Degree",1085,"medium","Female","Medium (41-60)","very high",1,"Research Scientist","high","Married","Low(1000-4000)",18863,1,"No",13,"high","high",0,10,3,"high","low-Medium (6-10 Years)",6,0,8,0
"768",768,"40 to 50","No","Non-Travel","High (801-1150)","Sales",">=16",3,"Other",615,"high","Male","Medium (41-60)","low",3,"Sales Executive","low","Divorced","Medium-High (10001-13000)",11373,3,"No",15,"high","high",1,20,2,"high","Low(0-5 Years)",0,0,1,0
"769",769,"40 to 50","No","Travel_Rarely","Low(100-450)","Research & Development","<=2 miles",4,"Technical Degree",1228,"very high","Male","Medium (41-60)","high",2,"Manufacturing Director","very high","Divorced","Medium (7001-10000)",17433,2,"No",11,"high","high",1,12,3,"medium","low-Medium (6-10 Years)",3,1,4,0
"770",770,"40 to 50","No","Non-Travel","High (801-1150)","Sales","6-9 miles",4,"Life Sciences",1117,"medium","Female","High (61-80)","medium",2,"Sales Executive","high","Married","low-Medium (4001-7000)",17970,1,"No",13,"high","very high",1,15,2,"high","Medium (11-15 Years)",10,4,12,0
"771",771,"29 to 39","No","Travel_Frequently","Medium (451-800)","Sales","10-15 miles",3,"Marketing",446,"medium","Male","Medium (41-60)","medium",2,"Sales Executive","very high","Single","low-Medium (4001-7000)",4317,3,"No",14,"high","high",0,9,6,"medium","low-Medium (6-10 Years)",7,0,1,0
"772",772,"40 to 50","No","Travel_Rarely","Medium (451-800)","Sales","<=2 miles",2,"Marketing",244,"medium","Female","Very High (81-110)","high",3,"Sales Executive","low","Divorced","Medium-High (10001-13000)",2137,1,"No",25,"very high","high",3,24,2,"high","High (21-25 Years)",13,15,7,0
"773",773,"29 to 39","No","Travel_Frequently","Medium (451-800)","Research & Development","<=2 miles",4,"Technical Degree",343,"high","Female","High (61-80)","high",3,"Healthcare Representative","high","Single","Medium-High (10001-13000)",6420,0,"No",25,"very high","very high",0,20,1,"high","Medium-High (16-20 Years)",6,11,8,0
"774",774,"29 to 39","Yes","Travel_Rarely","Low(100-450)","Research & Development","6-9 miles",3,"Medical",90,"very high","Male","High (61-80)","medium",1,"Research Scientist","high","Married","Low(1000-4000)",21777,0,"Yes",17,"high","low",1,2,0,"medium","Low(0-5 Years)",0,0,0,1
"775",775,"40 to 50","No","Travel_Frequently","Low(100-450)","Research & Development","<=2 miles",3,"Life Sciences",1547,"very high","Male","Low(0-40)","high",3,"Healthcare Representative","very high","Married","Medium-High (10001-13000)",18611,2,"Yes",14,"high","high",1,24,3,"low","Medium-High (16-20 Years)",8,13,9,0
"776",776,"18 to 28","No","Travel_Rarely","Low(100-450)","Research & Development","10-15 miles",1,"Medical",784,"low","Male","High (61-80)","very high",1,"Research Scientist","high","Single","Low(1000-4000)",19630,1,"No",18,"high","very high",0,2,3,"high","Low(0-5 Years)",2,0,2,0
"777",777,"29 to 39","No","Travel_Rarely","Low(100-450)","Human Resources","<=2 miles",3,"Life Sciences",1499,"high","Male","Medium (41-60)","high",1,"Human Resources","high","Divorced","Low(1000-4000)",15428,0,"No",21,"very high","low",1,6,3,"very high","Low(0-5 Years)",3,1,3,0
"778",778,"29 to 39","No","Non-Travel","High (801-1150)","Sales","<=2 miles",1,"Life Sciences",1190,"high","Female","High (61-80)","high",1,"Sales Representative","low","Divorced","Low(1000-4000)",14947,1,"No",12,"high","high",3,1,3,"high","Low(0-5 Years)",0,0,0,0
"779",779,"18 to 28","No","Non-Travel","Medium (451-800)","Research & Development","6-9 miles",3,"Medical",1693,"very high","Male","High (61-80)","high",1,"Laboratory Technician","very high","Single","Low(1000-4000)",11925,1,"No",20,"very high","high",0,7,5,"high","low-Medium (6-10 Years)",7,5,7,0
"780",780,"29 to 39","Yes","Travel_Rarely","High (801-1150)","Research & Development","<=2 miles",4,"Medical",2027,"low","Male","Low(0-40)","high",1,"Research Scientist","very high","Married","low-Medium (4001-7000)",26124,9,"Yes",14,"high","medium",3,4,3,"very high","Low(0-5 Years)",2,2,2,1
"781",781,"40 to 50","Yes","Travel_Rarely","Very High (1151-1500)","Sales",">=16",2,"Marketing",248,"medium","Female","High (61-80)","high",1,"Sales Representative","medium","Single","Low(1000-4000)",21728,1,"Yes",22,"very high","very high",0,4,5,"medium","Low(0-5 Years)",3,0,2,1
"782",782,"29 to 39","No","Travel_Rarely","Low(100-450)","Research & Development","<=2 miles",4,"Technical Degree",721,"very high","Female","High (61-80)","medium",2,"Healthcare Representative","high","Single","low-Medium (4001-7000)",20978,1,"No",11,"high","low",0,20,4,"high","Medium-High (16-20 Years)",7,11,10,0
"783",783,"29 to 39","No","Travel_Rarely","High (801-1150)","Human Resources","3-5 miles",2,"Human Resources",910,"very high","Male","Medium (41-60)","high",1,"Human Resources","medium","Divorced","Low(1000-4000)",22650,3,"Yes",11,"high","high",1,7,4,"very high","Low(0-5 Years)",3,0,3,0
"784",784,"29 to 39","No","Travel_Frequently","High (801-1150)","Sales",">=16",3,"Medical",1220,"medium","Female","Very High (81-110)","high",2,"Sales Executive","high","Married","low-Medium (4001-7000)",4905,1,"No",12,"high","low",1,10,3,"medium","low-Medium (6-10 Years)",7,0,1,0
"785",785,"40 to 50","No","Non-Travel","Medium (451-800)","Sales","<=2 miles",4,"Marketing",1731,"high","Male","Very High (81-110)","high",2,"Sales Executive","medium","Married","low-Medium (4001-7000)",3536,7,"No",11,"high","very high",1,4,3,"low","Low(0-5 Years)",0,0,0,0
"786",786,"29 to 39","No","Travel_Rarely","Low(100-450)","Research & Development","6-9 miles",5,"Life Sciences",1430,"low","Female","Very High (81-110)","high",4,"Research Director","medium","Single","Very High (16001-19999)",8847,3,"No",11,"high","high",0,9,3,"very high","Low(0-5 Years)",2,1,0,0
"787",787,"51 to 60","No","Travel_Rarely","High (801-1150)","Research & Development","3-5 miles",3,"Technical Degree",1786,"low","Female","Medium (41-60)","high",3,"Manager","high","Married","High (13001-16000)",22984,2,"No",11,"high","very high",0,15,2,"high","Low(0-5 Years)",2,2,2,0
"788",788,"51 to 60","Yes","Travel_Rarely","Medium (451-800)","Research & Development","6-9 miles",4,"Medical",433,"high","Male","Very High (81-110)","medium",2,"Research Scientist","medium","Married","low-Medium (4001-7000)",17747,2,"No",15,"high","low",0,11,3,"medium","low-Medium (6-10 Years)",2,7,7,1
"789",789,"51 to 60","No","Travel_Rarely","Medium (451-800)","Research & Development","<=2 miles",3,"Medical",1770,"high","Male","Medium (41-60)","medium",5,"Research Director","low","Married","Very High (16001-19999)",19805,8,"No",12,"high","medium",3,34,2,"high","Low(0-5 Years)",0,0,0,0
"790",790,"18 to 28","No","Travel_Rarely","Low(100-450)","Research & Development","<=2 miles",3,"Medical",1303,"very high","Female","Low(0-40)","high",1,"Research Scientist","medium","Single","Low(1000-4000)",18830,1,"No",18,"high","very high",0,2,3,"medium","Low(0-5 Years)",2,2,1,0
"791",791,"40 to 50","No","Travel_Rarely","Low(100-450)","Research & Development","3-5 miles",2,"Medical",1509,"high","Female","Medium (41-60)","medium",2,"Laboratory Technician","low","Married","low-Medium (4001-7000)",23070,4,"No",25,"very high","low",1,10,3,"high","Low(0-5 Years)",2,1,2,0
"792",792,"29 to 39","No","Travel_Rarely","Medium (451-800)","Research & Development",">=16",2,"Medical",247,"very high","Female","Very High (81-110)","high",1,"Research Scientist","medium","Single","Low(1000-4000)",5711,2,"No",15,"high","very high",0,9,3,"high","Low(0-5 Years)",2,1,2,0
"793",793,"29 to 39","No","Travel_Rarely","Low(100-450)","Research & Development","<=2 miles",2,"Medical",1638,"very high","Female","Medium (41-60)","medium",3,"Manufacturing Director","high","Married","Medium (7001-10000)",14199,3,"Yes",19,"high","very high",1,10,6,"very high","Low(0-5 Years)",4,0,2,0
"794",794,"29 to 39","No","Travel_Rarely","Very High (1151-1500)","Research & Development","6-9 miles",3,"Technical Degree",83,"high","Female","Medium (41-60)","high",3,"Healthcare Representative","high","Divorced","Medium-High (10001-13000)",8202,1,"No",13,"high","medium",3,17,2,"high","Medium-High (16-20 Years)",14,12,8,0
"795",795,"40 to 50","No","Non-Travel","High (801-1150)","Research & Development",">=16",4,"Life Sciences",275,"very high","Male","Very High (81-110)","high",2,"Manufacturing Director","very high","Divorced","low-Medium (4001-7000)",23793,1,"Yes",15,"high","low",2,7,0,"high","low-Medium (6-10 Years)",7,1,7,0
"796",796,"29 to 39","Yes","Travel_Frequently","High (801-1150)","Research & Development","3-5 miles",3,"Life Sciences",702,"low","Male","High (61-80)","high",1,"Research Scientist","low","Single","Low(1000-4000)",3164,1,"Yes",11,"high","low",0,10,3,"high","low-Medium (6-10 Years)",8,9,7,1
"797",797,"40 to 50","No","Travel_Rarely","Very High (1151-1500)","Research & Development",">=16",2,"Medical",372,"high","Male","High (61-80)","high",4,"Healthcare Representative","very high","Married","High (13001-16000)",7501,0,"Yes",14,"high","medium",0,21,2,"high","Medium-High (16-20 Years)",7,4,10,0
"798",798,"18 to 28","Yes","Travel_Rarely","Very High (1151-1500)","Research & Development","6-9 miles",1,"Medical",1783,"high","Female","High (61-80)","high",1,"Laboratory Technician","low","Married","Low(1000-4000)",15999,1,"Yes",17,"high","high",0,1,6,"high","Low(0-5 Years)",0,0,0,1
"799",799,"18 to 28","Yes","Non-Travel","Medium (451-800)","Research & Development","10-15 miles",3,"Medical",1248,"low","Female","Very High (81-110)","medium",1,"Research Scientist","medium","Single","Low(1000-4000)",6148,1,"Yes",25,"very high","medium",0,1,2,"very high","Low(0-5 Years)",1,0,0,1
"800",800,"29 to 39","No","Travel_Rarely","High (801-1150)","Research & Development","3-5 miles",2,"Life Sciences",1664,"very high","Male","High (61-80)","very high",2,"Healthcare Representative","low","Divorced","low-Medium (4001-7000)",26308,6,"No",20,"very high","low",1,13,3,"high","Low(0-5 Years)",4,0,4,0
"801",801,"29 to 39","No","Travel_Frequently","High (801-1150)","Sales","<=2 miles",3,"Life Sciences",52,"high","Female","Medium (41-60)","very high",2,"Sales Executive","low","Married","low-Medium (4001-7000)",3193,2,"No",19,"high","low",2,10,3,"high","Low(0-5 Years)",3,1,3,0
"802",802,"29 to 39","No","Travel_Rarely","High (801-1150)","Sales","<=2 miles",1,"Life Sciences",604,"medium","Male","High (61-80)","high",2,"Sales Executive","very high","Single","low-Medium (4001-7000)",8346,4,"Yes",13,"high","high",0,10,2,"very high","low-Medium (6-10 Years)",5,0,5,0
"803",803,"29 to 39","No","Travel_Rarely","Low(100-450)","Research & Development","10-15 miles",1,"Medical",429,"high","Male","Very High (81-110)","high",4,"Manager","low","Married","Very High (16001-19999)",5355,1,"Yes",14,"high","very high",0,21,3,"high","High (21-25 Years)",9,11,10,0
"804",804,"29 to 39","Yes","Travel_Rarely","Very High (1151-1500)","Sales","3-5 miles",3,"Technical Degree",1100,"very high","Male","Very High (81-110)","high",3,"Sales Executive","low","Single","Medium (7001-10000)",10333,0,"Yes",22,"very high","low",0,9,2,"high","low-Medium (6-10 Years)",7,4,7,1
"805",805,"40 to 50","No","Non-Travel","Medium (451-800)","Research & Development",">=16",3,"Medical",132,"medium","Male","High (61-80)","high",2,"Laboratory Technician","medium","Married","Low(1000-4000)",25043,4,"No",12,"high","high",1,17,3,"very high","Low(0-5 Years)",2,1,2,0
"806",806,"29 to 39","No","Travel_Rarely","Very High (1151-1500)","Research & Development","10-15 miles",3,"Life Sciences",1790,"very high","Male","Very High (81-110)","high",3,"Healthcare Representative","low","Married","Medium (7001-10000)",25949,7,"Yes",13,"high","very high",1,15,1,"high","Medium (11-15 Years)",8,5,7,0
"807",807,"18 to 28","No","Travel_Rarely","Very High (1151-1500)","Sales",">=16",1,"Life Sciences",1399,"low","Male","Very High (81-110)","very high",2,"Sales Executive","high","Married","low-Medium (4001-7000)",12477,2,"No",11,"high","medium",0,6,3,"medium","Low(0-5 Years)",2,1,2,0
"808",808,"18 to 28","No","Travel_Rarely","Very High (1151-1500)","Research & Development",">=16",1,"Medical",217,"high","Male","High (61-80)","high",1,"Research Scientist","very high","Married","Low(1000-4000)",11992,1,"No",24,"very high","low",2,2,6,"high","Low(0-5 Years)",2,2,2,0
"809",809,"29 to 39","No","Travel_Rarely","Medium (451-800)","Research & Development",">=16",1,"Life Sciences",1729,"medium","Male","Low(0-40)","high",1,"Research Scientist","very high","Married","Low(1000-4000)",3811,1,"No",12,"high","medium",1,10,2,"medium","low-Medium (6-10 Years)",0,0,8,0
"810",810,"18 to 28","No","Travel_Rarely","Very High (1151-1500)","Research & Development",">=16",3,"Technical Degree",233,"high","Male","Medium (41-60)","high",1,"Research Scientist","medium","Married","Low(1000-4000)",13364,0,"Yes",16,"high","very high",1,6,3,"medium","Low(0-5 Years)",2,1,1,0
"811",811,"29 to 39","No","Non-Travel","Low(100-450)","Research & Development","6-9 miles",3,"Medical",239,"high","Male","High (61-80)","high",2,"Laboratory Technician","low","Divorced","Low(1000-4000)",11012,1,"No",11,"high","high",2,12,4,"high","Medium (11-15 Years)",9,6,10,0
"812",812,"18 to 28","No","Travel_Rarely","High (801-1150)","Research & Development","<=2 miles",3,"Technical Degree",1415,"low","Male","Very High (81-110)","high",1,"Laboratory Technician","very high","Married","Low(1000-4000)",4910,4,"No",11,"high","medium",1,7,2,"medium","Low(0-5 Years)",2,0,2,0
"813",813,"18 to 28","No","Travel_Rarely","Very High (1151-1500)","Sales","10-15 miles",4,"Marketing",507,"very high","Female","High (61-80)","high",2,"Sales Executive","high","Divorced","low-Medium (4001-7000)",5915,1,"Yes",12,"high","very high",1,5,2,"very high","Low(0-5 Years)",2,0,3,0
"814",814,"40 to 50","No","Travel_Rarely","Very High (1151-1500)","Human Resources",">=16",4,"Life Sciences",1625,"very high","Female","Very High (81-110)","high",5,"Manager","high","Married","Very High (16001-19999)",5220,3,"No",11,"high","high",1,27,2,"high","Low(0-5 Years)",2,1,0,0
"815",815,"29 to 39","No","Travel_Rarely","Low(100-450)","Sales","6-9 miles",3,"Marketing",893,"medium","Male","Very High (81-110)","medium",1,"Sales Representative","medium","Married","Low(1000-4000)",12102,0,"No",19,"high","very high",1,3,3,"high","Low(0-5 Years)",2,1,2,0
"816",816,"29 to 39","No","Travel_Rarely","Low(100-450)","Research & Development","6-9 miles",3,"Medical",1238,"low","Male","Medium (41-60)","high",1,"Research Scientist","very high","Married","Low(1000-4000)",6311,0,"No",13,"high","medium",1,15,5,"high","Medium (11-15 Years)",10,4,10,0
"817",817,"29 to 39","No","Travel_Rarely","High (801-1150)","Research & Development","<=2 miles",3,"Medical",833,"high","Female","Medium (41-60)","medium",2,"Manufacturing Director","very high","Single","low-Medium (4001-7000)",20234,5,"Yes",24,"very high","medium",0,12,4,"medium","Low(0-5 Years)",0,0,0,0
"818",818,"29 to 39","No","Travel_Rarely","Low(100-450)","Research & Development","6-9 miles",3,"Medical",817,"high","Male","Medium (41-60)","high",3,"Research Director","high","Married","Medium-High (10001-13000)",25995,0,"No",11,"high","very high",0,14,3,"very high","Medium (11-15 Years)",9,3,7,0
"819",819,"29 to 39","No","Travel_Rarely","Very High (1151-1500)","Research & Development","<=2 miles",1,"Medical",198,"medium","Male","Low(0-40)","medium",1,"Laboratory Technician","very high","Single","Low(1000-4000)",11162,0,"No",13,"high","very high",0,6,3,"high","Low(0-5 Years)",3,1,2,0
"820",820,"18 to 28","Yes","Travel_Rarely","Very High (1151-1500)","Sales","10-15 miles",2,"Marketing",1933,"very high","Female","Very High (81-110)","high",2,"Sales Executive","high","Single","Medium (7001-10000)",23352,3,"Yes",11,"high","very high",0,6,0,"high","Low(0-5 Years)",0,2,2,1
"821",821,"29 to 39","No","Travel_Rarely","Medium (451-800)","Research & Development","3-5 miles",4,"Other",1607,"medium","Female","Low(0-40)","very high",1,"Research Scientist","very high","Married","Low(1000-4000)",18783,3,"No",17,"high","very high",2,6,3,"high","Low(0-5 Years)",2,0,2,0
"822",822,"29 to 39","No","Travel_Rarely","Very High (1151-1500)","Sales",">=16",2,"Marketing",349,"very high","Male","Medium (41-60)","high",2,"Sales Executive","very high","Divorced","low-Medium (4001-7000)",10732,2,"No",14,"high","very high",1,10,2,"high","Low(0-5 Years)",2,0,2,0
"823",823,"29 to 39","No","Travel_Rarely","Medium (451-800)","Sales",">=16",3,"Marketing",2035,"very high","Female","Very High (81-110)","medium",2,"Sales Executive","high","Married","low-Medium (4001-7000)",8978,1,"No",21,"very high","very high",2,8,2,"high","low-Medium (6-10 Years)",7,1,7,0
"824",824,"29 to 39","Yes","Travel_Frequently","High (801-1150)","Research & Development","10-15 miles",3,"Medical",1160,"high","Male","High (61-80)","high",1,"Laboratory Technician","high","Married","Low(1000-4000)",6233,1,"No",12,"high","high",1,2,5,"medium","Low(0-5 Years)",2,2,2,1
